,comments,likes
29,"XDI 270엔진은 벤츠 엔진이 아닙니다.이전 무쏘 / 렉스턴 RX290의 엔진 2900CC이 벤츠껍니다.렉스턴EDI 부터 2700CC엔진은 벤츠 2900CC엔진을 자체 개선해서 만든 엔진입니다.(근거 없는 속설로, 벤츠에서 퇴직한 엔지니어들을 데리고 만들었다는 소문(?)이 있습니다. / 벤츠에선 쌍용을 위해서 별도로 2700CC엔진을 개발했으나..팽 당했다는 소문(?).....ㅋ)리뷰를 잘 봤습니다. ^^",4
30,로디우스 쇼바 화물차 수준입니다...여러분.....근데 코란도 투리스모는 그나마 나아졌습니다ㅎ,4
31,찾았어요 서영세아아빠 수원이네요,1
32,일렉트로닉킷트 나가보시요. 견적육십만원 나와보시요 눈뒤비집니다. 참고로저도뉴로디 타고있읍니다. 쇼바는 화물차수준이고  상시사륜이라 데후도 잘나가고  차개판입니다.참고로저의직업이 자동차정비합니다.,3
33,ㅍ,1
34,"신이 만든차죠,병신이 만들고 병신이 타고 병신이 되는 차",3
35,"근데 쌍용은 렉스턴,칸,코란도C이 명작인듯 ㅇㅈ?코란도 투리스모는 쪼금 명작",3
36,로디우스가 디자인 최고 내 로망의 차량이다,2
37,기아베스타역사 부탁좀,6
38,로디우스 역사 해주셔서 감사합니다 로디우스는 좋은 차량입니다.,3
39,드디어 역사!!!,1
40,우와 제가 제일 좋아하는 자동차 역사군요,2
41,그 다음은 스타렉스의 역사를 해주세요,1
42,1:28 참고로 설계부족은 아닙니다 아버지 말로는 현재 한5년전부터인가 이미 슬라이드도어가 장착된 전기 승합차를 개발중이었던걸로 알고있는데 (^^폭망해버렸답니다)+그거 말고도 이미 로디우스 나오기 전에 슬라이드식 승합차가 있었음,1
43,솔찍히 내가 봤을땐  디자인 괜찮은데타봤는데 승차감이 죽이고 차가  진짜조움,3
44,로디우스 17년째 타고 있습니다처음에는 생긴게 뭐 이래 그랬는데어느순간 적응되어서 그러려니 하고 탑니다그러나 생긴거에 비해서 성능은 지금도 만족합니다요즘 나오는 차량들 처럼 편의 시설은 부족하지만아직까지 딸리지 않는 엔진 파워좋은 승차감(스타렉스 비교가 안됩니다)정숙성(많이 조용 합니다)얼마전 저감장치 단 이후에는 120km 이상 안 달려 봤지만그 이전에 테스트로 밟아본 봐로는200km 까지 쭉쭉 달려줍니다제 차량은 17년이 지났지만아직 부식이 없네요로디우스 생긴건 별로지만이상하게 정이가는 차량입니다~~,3
45,저희 아버지는 로디우스 코란도 투리스모를 타습니다. 제 생각 이지만 투리스모가 더 편합니다.,2
46,싫어요 버그 ㄷㄷ 그리고 잼민 초반 시절에 경광등 달린 로디우스 있었는데 어느순간 사라졌어요 ㄷㄷ (가끔식 지하주차장 출구에서 나오는거 봄),1
47,카니발 역사 다시 나와라...,3
48,옛날처럼역사해주면!!,1
49,저 로디우스 부식심한 1대본적있어요... 생각하기에는 차량하부부분은 아주 심할거라고 보이고 외피부분이 심해요....,2
50,1만명 축하드려요,1
51,엌ㅋㅋ 이젠 로디우스도 나왔네 ㅋㅋㅋㅋ,2
52,"무쏘 역사 해주세요 !,,!!!!",2
53,밴츠역사 시청...(제발요....),2
54,마티즈~스파크의 역사 해주세요,2
55,로디우스  외관만  예뻐다면 잘팔려술탠더,1
56,저는 로디우스 란치아 같고 좋은데 디자인 때문에 욕을 먹는지.....,2
57,모하비 역사 부탁드립니다,2
58,쌍용 무쏘도해주세요,2
59,0:27 우리 아버지 회사에서 만든차인데....(탈룰라 시전이니까 무시하셈),1
60,쌍용 욕 많이 먹음 쌍용 렉스턴 신형꺼 처럼만 하면 좋은데,2
61,스토리 음수 버그 ㅋㅋ,2
62,22분전 이건 못참지,1
63,어울림 모터쇼 스피라 역사해줘요,1
64,티볼리도 부탁드릴게요,1
65,라카 101만명이네..,2
66,역사,1
67,세기의 망한차 로디우스,1
68,벤츠랑 아우디 역사 해보는거 어떰?,1
69,''story'',3
70,아반따 역사해주세용!,4
71,우와 ㅎㅎ,2
72,그래도 저차 디자인 봐줄만 하던데요...그리고 우리(?)카이런 욕은 못참습니ㄷ,3
73,너도 유튭 버그 알았구나,1
74,2004년 5월 11일에 이스타나의 후속으로 등장했죠,2
75,스타렉스의 크기,1
76,신들의 산책이아닌 병신들의 산책이라 부르기도 했죠...,1
77,비운의 쌍용...,1
78,로티우스말고 다른차살꺼야!!!!!!,1
79,카렌스역사 신청,1
80,싫어요가 음수네,2
81,포르테 해주세요!,1
82,싫어요가 마이너스17이네,1
83,어잰K7역사지금로드오스역사,1
84,로디우스 학원차였는데,1
85,길+제우스 로디우스,1
86,로디우스디자인 만든사람나와라,1
87,싫어요가?-17?,2
88,개인적으로 이거보다 ㅇㅌㅇ이 더 구려보이는ㄷ,2
89,로디우스 못생긴차 잔고장많은차 뚱땡이차 흔한차,1
90,1등 로디우수 오랜만이네요 ㅎㅎ 라카님 제 옵채에들어오실레요?,4
91,라카유튜브님 몇살이예요..?,1
92,싫어요 마이너스 17?!,1
93,프라이드는티볼리와함께보내주세요,1
94,"쌍용이 만든 못생긴 차들:액티언,로디우스,카이런",1
95,포르테역사해줘 라카형,1
96,로디우스 신형나오면좋은사람 좋아요늘라주세용~~^^,2
97,로디우스 뚱뚱한 차 ㅋㅋㅋㅋ,1
98,싫어요가 왜 -17개지 랙인가,1
99,병신들의산책 로디우스(?),1
100,싫어요 음수버그 ㄹㄱㄴㅋㅋㅋ,3
101,죄송해요 저는 장난으로 그런거였는데,6
102,화창초에서뉴로디우스봣어요,1
103,단종한 일반삼성sm5 1세데 해주세여 1세대는 지금삼성이만든자동차입니다2세대는르노에 매각해서 1세대만 르노삼이아닌 일반삼성입니다,1
104,먀,1
105,쌍용=쌍욕(?),1
106,앞에는 봐줄만한데 뒤가 좀,1
107,로디모우스,1
108,-14싫어요 개수가,1
109,쏘렌토 역사해주세요!!,1
110,근데 광고 브금은 어디감?,1
111,나오늘 로디우스 2대나봄,1
112,아반떼역사해주세요,2
113,이름공개 쌍용자동차 로디우스>쌍용자동차 못생기리우스,1
114,기아 로체역사만들어주세요,1
115,실시간으로 40등,2
116,마이너스17인데ㅔ,1
117,아반떼 해주세요,1
118,K3역사 해주세요,2
119,3빠,1
120,엉덩이 웃기다 ㅋ,1
121,현대 라비타역사 부탁드립니다,1
122,나중에 현대트럭역시도해주세용,1
123,다음에는 모닝 역사 해주세요,1
124,스타렉스역사해주세요,1
125,아반떼 역사 신청이요!,1
126,못상긴차 1위:로디우스,2
127,어이거,1
128,로디우스 못생김,1
129,쌍용자동차  못생기리우스,1
130,싫어요가 음수?,4
131,진짜 존못이당,1
132,로디우스 못생겼다....,1
133,😘판매완료😘언니네중고차 상담문의 010 - 8615 - 2966 😘,2
134,인천에 매장이 있나요?  걱정이 되네요언니네는 안 그러겠죠?믿어봅니다 앞으로도 계속,1
135,제가 예약했습니다.,2
136,좋네요. DC좀 더 해주시나요?,3
137,2011년식 4륜 86000키로는 얼마쯤할까요,1
138,저차가판매가됐다고???? ㅋㅋㅋㅋㅋㅋㅋ그것도 330만원에???,2
139,언니네 매장은 어디인가요?전시된 차량도 많이 있나요?,2
140,저런 차는 돈받고 타라도 못타죠 ㅋㅋ,2
141,계약 되었나요,2
142,매장 가면 11인승 차량들 볼수잇나요,1
143,저도 구할수있나요,1
144,완전 못생긴차,1
